cidade,id_cidade,escola,id_escola,tipo_adm,has_biblio,has_sala_leitura,qt_salas_utilizadas,qt_bibliotecarios
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO VILA RICA,26109468,2,1,1,9,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL GALBA MATOS,26109476,3,1,1,3,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL GILDO VERISSIMO,26109484,3,0,0,9,0
Jaboatão dos Guararapes,2607901,ESCOLA HENRIQUETA DE OLIVEIRA,26109506,2,1,1,8,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO FERNANDES VIEIRA,26109530,3,0,0,3,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL POETA CASTRO ALVES,26109581,3,0,0,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL LILIOSA RAMOS,26109603,3,0,0,2,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MEDALHA MILAGROSA,26109620,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL CHICO MENDES,26109689,3,1,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA DOS PRAZERES,26109743,3,1,1,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL RURAL PROFESSOR AUGUSTO DE CASTRO,26109794,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL RURAL PROFESSORA ELIZABETH MENEZES,26109875,3,1,1,5,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL VANIA LARANJEIRA,26109891,3,1,1,13,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL VIDAL DE NEGREIROS,26109905,3,0,1,10,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL HENRIQUE DIAS,26109956,3,0,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALBERTO SANTOS DUMONT,26109972,3,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA BENJAMIN CONSTANT,26109980,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI JABOATAO,26110016,2,1,1,12,1
Jaboatão dos Guararapes,2607901,ESCOLA ALFREDO TENORIO,26110148,2,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DAVINO TENORIO,26110156,3,0,0,5,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO MURILO BRAGA,26110199,2,1,1,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ODETTE PEREIRA CARNEIRO,26110202,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ODETE ANTUNES,26110229,2,1,1,9,1
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PETRONIO PORTELA,26110237,2,1,1,18,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR ADERBAL JUREMA,26110245,2,1,1,16,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL BELEM DE JUDA,26110261,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MOACYR DE ALBUQUERQUE,26110270,2,1,1,15,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL CECILIA BRANDAO,26110326,3,0,0,5,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DEMERY CARNEIRO,26110334,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOSE CLAUDINO DA SILVA,26110342,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARIA AUGUSTA DUTRA,26110369,3,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PEDRO ALVARES CABRAL,26110385,3,0,0,8,0
Jaboatão dos Guararapes,2607901,COLEGIO MUNICIPAL JABOATAO DOS GUARARAPES,26110547,3,1,1,15,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL OSCAR MOURA,26110822,3,1,1,11,2
Jaboatão dos Guararapes,2607901,ESCOLA ALTO DOS GUARARAPES,26110849,2,0,1,9,2
Jaboatão dos Guararapes,2607901,ESCOLA ALZIRA DA FONSECA BREUEL,26110857,2,1,1,19,3
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ARNALDO PEIXOTO,26110873,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTO SEVERO,26110881,2,1,1,15,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL CLAUDIO AGRICIO,26110911,3,1,1,13,0
Jaboatão dos Guararapes,2607901,ESCOLA COMPOSITOR LUIZ GONZAGA,26110920,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA DR MUNICIPAL JOSE LEOPOLDINO,26110962,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO EDMUR ARLINDO DE OLIVEIRA,26110970,2,1,1,10,1
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON MOURY FERNANDES,26110997,2,1,1,14,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO FELIPE CAMARAO,26111012,2,1,1,9,1
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO HUMBERTO LINS BARRADAS,26111020,2,1,1,14,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOSE CARNEIRO,26111063,3,1,1,10,1
Jaboatão dos Guararapes,2607901,ESCOLA JOSE GLICERIO,26111071,2,0,0,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOSEFA BATISTA DA SILVA,26111080,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO,26111101,3,1,1,11,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARIA DE LOURDES RAMOS,26111110,3,0,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOVA DIVINEA,26111152,3,1,1,16,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PAULINO MENELAU,26111179,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA PEDRO BARROS FILHO,26111195,2,1,1,11,2
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR BENEDITO CUNHA MELO,26111209,2,1,1,14,1
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR EPITACIO ANDRE DIAS,26111225,2,1,1,13,0
Jaboatão dos Guararapes,2607901,ESC PROFª CANDIDA DE ANDRADE MACIEL,26111233,3,1,1,15,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR JOSE NEVES FILHO,26111241,2,1,1,10,2
Jaboatão dos Guararapes,2607901,ESCOLA JOAO PAULO I,26111268,2,1,1,13,1
Jaboatão dos Guararapes,2607901,ESCOLA VILA JOAO DE DEUS,26111284,2,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NICEA CAHU,26111292,3,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO SATURNINO DE BRITO,26111314,2,1,1,10,4
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL SANTA TEREZA DE AVILA,26111330,3,0,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SUPERVISORA MIRIAM SEIXAS,26111349,2,1,1,16,1
Jaboatão dos Guararapes,2607901,ESCOLA ZEQUINHA BARRETO,26111357,2,1,1,11,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JUDITH FIGUEIROA,26111373,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA,26111381,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA DE REFERENCIA EM ENSINO MEDIO ADELAIDE PESSOA CAMARA,26111403,2,1,1,16,0
Jaboatão dos Guararapes,2607901,ESCOLA AMOR DIVINO,26111411,2,1,1,19,4
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALUISIO DA CUNHA MORAIS,26111446,3,0,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARECHAL COSTA E SILVA,26111543,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA ESCOLA ANOS FINAIS,26111578,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA DIVINA PROVIDENCIA,26111659,3,0,0,18,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARIA FEIJO,26111748,3,0,0,11,0
Jaboatão dos Guararapes,2607901,ESCOLA BARTOLOMEU DE GUSMAO,26133765,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DJALMA FARIAS,26133783,3,1,1,8,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARINALVA MARIA VICENTE,26137690,3,0,0,5,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF SIMONE PATRICIA FERREIRA DA SILVA,26137739,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA EXPEDITA HELENA ALMEIDA DA SILVA,26137747,3,0,0,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR ALMIR OLIMPIO ALVES,26137755,3,0,1,23,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,26139987,3,0,0,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ANIBAL VAREJAO,26144689,3,0,1,7,2
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOVA VISAO,26144867,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ANA FARIAS DE SOUZA,26145146,3,1,1,14,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL POETISA FRANCISCA IZIDORA,26147610,3,0,0,6,0
Jaboatão dos Guararapes,2607901,CEMEI SANTO AMARO,26147840,3,0,0,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR ORLANDO BRENO,26155028,3,0,0,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOSE RODOVALHO,26155036,3,1,1,25,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NINA DE OLIVEIRA,26155044,3,0,0,9,0
Jaboatão dos Guararapes,2607901,CRECHE MUNDO ENCANTADO,26156261,3,0,0,7,0
Jaboatão dos Guararapes,2607901,CRECHE CIRANDA CIRANDINHA,26156270,3,0,1,7,0
Jaboatão dos Guararapes,2607901,CEMEI MARCOS FREIRE,26156288,3,1,1,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALBERTO LUIZ RUSSO,26158116,3,0,0,17,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL IRACI RODOVALHO,26167301,3,1,1,16,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PORTO DA CIDADANIA,26171457,3,1,1,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL WALFRIDO COELHO,26171546,3,1,1,19,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALAIDE PEDROSA,26171554,3,0,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ESTHER CAMPELO,26174707,3,0,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL RURAL MARCELO LAFAYETTE,26174715,3,0,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL SANTA CATHERINE LABOURE,26174723,3,0,0,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL NOVO HORIZONTE,26174731,3,0,1,6,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL UBALDINO FIGUEIROA,26174740,3,1,1,14,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DJACY GLICERIO,26174758,3,0,1,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL VEREADOR OTAVIO MIRANDA,26177510,3,0,0,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA RAQUEL GOMES DO NASCIMENTO,26177528,3,1,1,6,0
Jaboatão dos Guararapes,2607901,CENTRO EDUCACIONAL CRISTO REDENTOR,26177560,3,0,1,14,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL OLAVO BILAC,26177579,3,0,0,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL VALDEMIRO VIEIRA DE ALBUQUERQUE,26177587,3,1,1,13,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL JOSE CARLOS RIBEIRO,26177595,3,0,0,16,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL SANTA EDWIRGES,26178036,3,1,1,16,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL RURAL PAULO FREIRE,26178052,3,0,0,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA TECLA TEIXEIRA DE ARRUDA,26179563,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA MARIZIA DOS SANTOS MELO,26179571,3,1,1,10,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA FRANCISCA ARAUJO DE SOUZA,26182246,3,0,1,10,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR CARLOS JOSE RIBEIRO JUNIOR,26183110,3,0,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ESTELITA MARIA MENDES,26183129,3,0,0,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA EUNICE FELIX SILVA,26183137,3,1,1,6,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA LUZIANA MARIA PEREIRA,26183145,3,0,0,10,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDVALDO SEVERIANO DE OLIVEIRA,26183374,3,0,1,9,0
Jaboatão dos Guararapes,2607901,CEMEI PROFESSORA MARIA DE FATIMA DA SILVA,26183838,3,1,1,8,0
Jaboatão dos Guararapes,2607901,IFPE - CAMPUS JABOATAO DOS GUARARAPES,26184761,1,1,1,27,1
Jaboatão dos Guararapes,2607901,ESCOLA TECNICA ESTADUAL ADVOGADO JOSE DAVI GIL RODRIGUES,26185946,2,1,1,12,0
Jaboatão dos Guararapes,2607901,CEMEI PROFESSOR LUIZ FERNANDO DE CARVALHO ARCOVERDE,26186063,3,1,1,5,1
Jaboatão dos Guararapes,2607901,ESCOLA PROFESSORA MARIA JOSE BEZERRA,26186071,3,0,0,6,0
Jaboatão dos Guararapes,2607901,CEMEI SILVIA MARIA DE OLIVEIRA,26186080,3,1,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA PROFESSOR SALVIO SANTOS FARIAS,26186098,3,0,0,10,0
Jaboatão dos Guararapes,2607901,ESCOLA GIANE FREITAS DE LIMA,26186101,3,1,1,7,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA ODETE GOMES DE MORAIS,26186292,3,0,1,11,1
Jaboatão dos Guararapes,2607901,ESCOLA PROFESSORA LENITA RIBEIRO DE CASTRO,26186306,3,0,1,9,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL ALBENICE MARIA DA SILVA,26186853,3,1,1,10,0
Jaboatão dos Guararapes,2607901,CEMEI PROFESSORA MARIA LUZIA RIO LIMA,26187060,3,1,1,9,0
Jaboatão dos Guararapes,2607901,CEMEI PROFESSORA MARLUCIA EVANGELISTA DE SOUZA,26187078,3,0,0,4,0
Jaboatão dos Guararapes,2607901,CRECHE MERCIA DE ALBUQUERQUE,26187663,3,0,0,3,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DOM CARLOS COELHO,26188120,3,0,0,12,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR ACHILES SALES DA SILVA,26188139,3,0,0,8,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL MARCONIEDSON RODRIGUES MOREIRA,26188147,3,1,1,11,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSOR SILVIO ROMERO VIEIRA,26188155,3,1,1,20,1
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CEMEI PROFESSORA MARIA JOSE DA SILVA,26188333,3,1,1,7,0
Jaboatão dos Guararapes,2607901,CRECHE MUNICIPAL PROFESSORA MARIA RITA LINS MARTINS,26188767,3,0,1,4,0
Jaboatão dos Guararapes,2607901,CRECHE PROFESSORA SILVIA CRISTINA SANTOS BOTELHO,26189070,3,0,0,4,0
Jaboatão dos Guararapes,2607901,CRECHE MUNICIPAL PROFESSORA LEDA MARIA QUEIROZ DO REGO BARROS,26190168,3,0,0,4,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LINDOMAR DOMINGOS DA SILVA ANJOS,26191296,3,0,0,9,0
Jaboatão dos Guararapes,2607901,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LIGIA DE ARAUJO DE OLIVEIRA,26191300,3,0,0,9,0
Jaboatão dos Guararapes,2607901,CEMEI PROFESSORA RAKELLY NOGUEIRA DO NASCIMENTO,26192420,3,0,0,5,0
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL PROFESSORA NAZETE VIEIRA DE LIMA,26215209,3,1,1,8,1
Jaboatão dos Guararapes,2607901,ESCOLA TECNICA ESTADUAL MAXIMIANO ACCIOLY CAMPOS,26525828,2,1,1,12,1
Jaboatão dos Guararapes,2607901,ESCOLA MUNICIPAL DR LUIZ REGUEIRA,26541734,3,0,0,5,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU PADRE EDMUND KLEIPOOL,26111837,3,1,1,4,0
Moreno,2609402,ESCOLA ARTUR MENDONCA,26111853,2,1,1,13,0
Moreno,2609402,ESCOLA DE REFERENCIA EM ENSINO MEDIO CARDEAL DOM JAIME CAMARA,26111870,2,1,1,13,1
Moreno,2609402,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA DO CEU BANDEIRA,26111926,2,1,1,9,1
Moreno,2609402,ESCOLA MUNICIPAL JORNALISTA EDSON REGIS,26111942,3,1,1,9,2
Moreno,2609402,ESCOLA MUNICIPAL ARGEMIRO NEPOMUCENO,26111950,3,1,1,7,0
Moreno,2609402,COLEGIO MUNICIPAL BALTAZAR MORENO,26111969,3,1,1,17,2
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU 5 DE JULHO,26111977,3,1,1,8,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO PINTO - MARIA DO CARMO ARCOVERDE,26111985,3,1,1,6,1
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO SERRARIA BR,26111993,3,0,0,4,0
Moreno,2609402,ESCOLA MUNICIPAL AUREA DA CUNHA E SOUSA,26112051,3,1,1,7,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO JARDIM,26112060,3,1,1,5,1
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO TIMBO,26112086,3,1,1,3,0
Moreno,2609402,ESCOLA DE REFERENCIA EM ENSINO MEDIO SOFRONIO PORTELA,26112108,2,1,1,9,1
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO UNA,26112132,3,0,0,2,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO CUMARU,26112183,3,0,0,3,0
Moreno,2609402,ESCOLA MUNICIPAL GERSON CARNEIRO DA SILVA,26112302,3,0,0,6,0
Moreno,2609402,ESCOLA MUNICIPAL ASSEMBLEIA DE DEUS,26112329,3,1,1,16,2
Moreno,2609402,ESCOLA MUNICIPAL OTONIEL LOPES,26112345,3,1,1,6,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO CANZANZA,26112353,3,0,0,3,0
Moreno,2609402,ESCOLA MUNICIPAL ENGENHO CONTRA ACUDE,26112361,3,0,0,3,0
Moreno,2609402,ESCOLA MUNICIPAL DE 1º GRAU DO ENGENHO JUSSARA,26112396,3,0,0,4,0
Moreno,2609402,ESCOLA MUNICIPAL 1º GRAU SEVY ROCHA,26112426,3,1,1,9,0
Moreno,2609402,ESCOLA MUNICIPAL PROFESSORA JOSEFA ALVES DA SILVA,26112485,3,1,1,7,2
Moreno,2609402,ESCOLA MUNICIPAL PROFESSORA NOEMI GUERRA,26112493,3,1,1,8,1
Moreno,2609402,ESCOLA MUNICIPAL PROFESSORA AUTA DE FRANCA LINS,26138107,3,1,1,7,0
Moreno,2609402,ESCOLA MUNICIPAL WILSON BERNARDINO DE ARRUDA,26145111,3,1,1,7,1
Moreno,2609402,ESCOLA MUNICIPAL PROFESSORA MARIA HERACLIDES CARNEIRO CAMPELO,26229609,3,0,0,4,0
Olinda,2609600,ESCOLA MUNICIPAL ALTO DO SOL NASCENTE,26112582,3,1,1,8,1
Olinda,2609600,ESCOLA MUNICIPAL MIZAEL MONTENEGRO FILHO,26112663,3,1,1,9,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE OLINDA,26112701,2,1,1,8,1
Olinda,2609600,ESCOLA MUNICIPAL ELPIDIO DE FRANCA,26113139,3,1,1,8,0
Olinda,2609600,ESCOLA MUNICIPAL ALEXANDRE JOSE BARBOSA LIMA,26113171,3,1,1,8,1
Olinda,2609600,ESCOLA ANTONIO SOUTO FILHO,26113198,2,1,1,7,2
Olinda,2609600,ESCOLA ARGENTINA CASTELLO BRANCO,26113210,2,1,1,11,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUREA DE MOURA CAVALCANTI,26113236,2,1,1,23,1
Olinda,2609600,ESCOLA CARLOS GONCALVES,26113260,2,1,1,7,1
Olinda,2609600,ESCOLA CEL VALERIANO EUGENIO DE MELO,26113279,2,1,1,16,1
Olinda,2609600,ESCOLA MUNICIPAL CENTRO DE ASSISTENCIA SOCIAL,26113295,3,0,0,5,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO CLIDIO DE LIMA NIGRO,26113325,2,1,1,17,3
Olinda,2609600,ESCOLA CONEGO JONAS TAURINO,26113333,2,1,1,14,0
Olinda,2609600,ESCOLA MUNICIPAL CORONEL JOSE DOMINGOS DA SILVA,26113350,3,1,1,11,1
Olinda,2609600,ESCOLA MUNICIPAL MONSENHOR FABRICIO,26113368,3,0,0,13,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR RENATO FONSECA,26113392,2,1,1,13,1
Olinda,2609600,ESCOLA MUNICIPAL DOM AZEREDO COUTINHO,26113414,3,1,1,10,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL DOM PEDRO BANDEIRA DE MELO,26113449,2,1,1,9,2
Olinda,2609600,ESCOLA MUNICIPAL DOUTOR MANOEL BORBA,26113473,3,1,1,7,0
Olinda,2609600,ESCOLA MUNICIPAL DUARTE COELHO,26113481,3,1,1,7,4
Olinda,2609600,ESCOLA MUNICIPAL GREGORIO BEZERRA,26113520,3,1,1,10,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO GUEDES ALCOFORADO,26113538,2,1,1,18,0
Olinda,2609600,ESCOLA MUNICIPAL IZAULINA DE CASTRO E SILVA,26113546,3,1,1,19,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JERONIMO DE ALBUQUERQUE,26113562,2,1,1,15,6
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MARIA EMILIA ROMEIRO ESTELITA,26113635,2,1,1,7,1
Olinda,2609600,ESCOLA MUNICIPAL MARIA JOSE DOS PRAZERES,26113643,3,0,1,11,1
Olinda,2609600,ESCOLA MARECHAL MASCARENHAS DE MORAES,26113660,2,1,1,11,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MONSENHOR ARRUDA CAMARA,26113724,2,1,1,7,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE FRANCISCO CARNEIRO,26113783,2,0,0,11,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO PINTOR MANOEL BANDEIRA,26113805,2,1,1,12,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO COMPOSITOR ANTONIO MARIA,26113813,2,1,1,12,3
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR CANDIDO PESSOA,26113830,2,1,1,21,1
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ESTEVAO PINTO,26113856,2,1,1,13,1
Olinda,2609600,ESCOLA PROFESSORA DEANA CLARK XAVIER,26113872,2,1,1,13,0
Olinda,2609600,ESCOLA PROFESSORA INES BORBA,26113880,2,1,1,10,2
Olinda,2609600,ESCOLA RAIMUNDO DINIZ,26113929,2,1,1,19,1
Olinda,2609600,ESCOLA MUNICIPAL CLAUDINO LEAL,26113945,3,1,1,14,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO COSTA AZEVEDO,26113953,2,1,1,11,2
Olinda,2609600,ESCOLA MUNICIPAL REVERENDO JULIAO FERREIRA,26113988,3,0,1,3,0
Olinda,2609600,ESCOLA MUNICIPAL DO BEM ESTAR SOCIAL,26114003,3,0,0,2,0
Olinda,2609600,ESCOLA MUNICIPAL MONSENHOR VIANA,26114038,3,0,0,11,0
Olinda,2609600,ESCOLA SAO LUCAS,26114054,2,0,0,4,0
Olinda,2609600,ESCOLA MUNICIPAL EM TEMPO INTEGRAL DOM JOAO CRISOSTOMO,26114070,3,0,0,13,0
Olinda,2609600,ESCOLA MUNICIPAL LAR ESPIRITA BEZERRA DE MENEZES,26114089,3,0,0,6,0
Olinda,2609600,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SANTO INACIO DE LOYOLA,26114135,2,1,1,18,1
Olinda,2609600,ESCOLA MUNICIPAL EM TEMPO INTEGRAL ALBERTO TORRES,26114178,3,1,1,11,1
Olinda,2609600,ESCOLA MUNICIPAL BASE RURAL MARGARIDA ALVES,26114186,3,0,0,9,0
Olinda,2609600,ESCOLA MUNICIPAL DONA BRITES DE ALBUQUERQUE,26114216,3,1,1,16,1
Olinda,2609600,ESCOLA MUNICIPAL MARIA DA GLORIA ADVINCULA,26114232,3,0,0,5,0
